"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Center Barnstead, NH","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","NH","Belknap County, NH","Center Barnstead","Lead Names","2/26/2018",1,1,1,0,0,0,"Belknap ","Belknap , NH","NoEvent",3225,"NH",43.354005,-71.22819
"Manchester, NH","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","NH","Hillsborough County, NH","Manchester","Lead Names","2/22/2018",1,1,1,0,0,0,"Hillsborough ","Hillsborough , NH","EventCity",3101,"NH",42.989984,-71.46376
"Deerfield, NH","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","NH","Rockingham County, NH","Deerfield","Lead Names","2/22/2018",1,1,1,1,0,0,"Rockingham ","Rockingham , NH","NoEvent",3037,"NH",43.141746,-71.2488
"Portsmouth, NH","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","NH","Rockingham County, NH","Portsmouth","Lead Names","2/22/2018",1,1,1,0,0,0,"Rockingham ","Rockingham , NH","NoEvent",210,"NH",43.005895,-71.013202
"Windham, NH","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","NH","Rockingham County, NH","Windham","Lead Names","2/22/2018",3,3,3,0,0,0,"Rockingham ","Rockingham , NH","NoEvent",3087,"NH",42.805194,-71.29878
"Wakefield, RI","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","RI","Washington County, RI","Wakefield","Lead Names","2/26/2018",1,1,1,0,0,0,"Washington ","Washington , RI","NoEvent",2879,"RI",41.423601,-71.52322
"Essex Junction, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","VT","Chittenden County, VT","Essex Junction","Lead Names","2/22/2018",2,2,2,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5452,"VT",44.501991,-73.09376
"Milton, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","VT","Chittenden County, VT","Milton","Lead Names","2/22/2018",1,1,1,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5468,"VT",44.641974,-73.13469
"Westford, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","VT","Chittenden County, VT","Westford","Lead Names","2/22/2018",2,2,2,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5494,"VT",44.608283,-73.00979
"Johnson, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","VT","Lamuoille County, VT","Johnson","Lead Names","2/22/2018",3,3,3,0,0,0,"Lamuoille ","Lamuoille , VT","NoEvent",5656,"VT",44.645219,-72.67941
"Newport, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","VT","Oreleans County, VT","Newport","Lead Names","2/22/2018",1,1,1,0,0,0,"Oreleans ","Oreleans , VT","EventCity",5852,"VT",44.951093,-72.303696
"Waterbury, CT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","November 30 2018 12:00 AM","CT","New Haven County, CT","Waterbury","Lead Names","2/22/2018",1,1,1,0,0,0,"New Haven ","New Haven , CT","EventCity",6701,"CT",41.365709,-72.927507
"Lyndonville, VT","Geo Targets","First-Year Student","APPL","Stealth","Feb-18","8/15/2017-8/14/2018","Nov-18","November 30 2018 12:00 AM","VT","Caledonia County, VT","Lyndonville","Lead Names","2/22/2018",1,1,1,0,0,0,"Caledonia ","Caledonia , VT","NoEvent",5851,"VT",44.541352,-72.02686
"Rollinsford, NH","Geo Targets","First-Year Student","APPL","Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","NH","Strafford County, NH","Rollinsford","Not Lead Purchase","9/19/2018",1,1,1,0,0,0,"Strafford ","Strafford , NH","NoEvent",3805,"NH",43.285282,-70.930684
"Wells River, VT","Geo Targets","First-Year Student","APPL","Stealth","Sep-18","8/15/2018-present","Sep-18","8/15/2018-present","VT","Orange County, VT","Wells River","Not Lead Purchase","9/22/2018",2,2,2,2,0,0,"Orange ","Orange , VT","NoEvent",5081,"VT",44.135828,-72.09061
"Burlington, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","CT","Hartford County, CT","Burlington","Not Lead Purchase","10/10/2018",1,1,1,0,0,0,"Hartford ","Hartford , CT","EventCity",6013,"CT",41.758415,-72.94642
"Prospect, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","CT","New Haven County, CT","Prospect","Lead Names","10/18/2018",2,2,2,0,0,0,"New Haven ","New Haven , CT","NoEvent",6712,"CT",41.501856,-72.97799
"North Attleboro, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","MA","Bristol County, MA","North Attleboro","Not Lead Purchase","10/10/2018",1,1,1,0,0,0,"Bristol ","Bristol , MA","EventCity",2760,"MA",41.975495,-71.33086
"Foxboro, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","MA","Norfolk County, MA","Foxboro","Lead Names","10/18/2018",1,1,1,0,0,0,"Norfolk ","Norfolk , MA","NoEvent",2035,"MA",42.061427,-71.24232
"Boylston, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","MA","Worcester County, MA","Boylston","Lead Names","10/18/2018",1,1,1,1,0,0,"Worcester ","Worcester , MA","NoEvent",1505,"MA",42.338392,-71.73026
"Westerly, RI","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","RI","Washington County, RI","Westerly","Not Lead Purchase","10/31/2018",1,1,1,0,0,0,"Washington ","Washington , RI","NoEvent",2891,"RI",41.354881,-71.80387
"West Topsham, VT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Oct-18","8/15/2018-present","VT","Orange County, VT","West Topsham","Not Lead Purchase","10/13/2018",2,2,2,0,0,0,"Orange ","Orange , VT","NoEvent",5086,"VT",44.116731,-72.31915
"Bridgeport, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","Fairfield County, CT","Bridgeport","Lead Names","10/18/2018",2,2,2,0,0,0,"Fairfield ","Fairfield , CT","EventCity",6601,"CT",41.308873,-73.363661
"Bristol, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","Hartford County, CT","Bristol","Lead Names","10/18/2018",1,1,1,0,0,0,"Hartford ","Hartford , CT","NoEvent",6010,"CT",41.682249,-72.93365
"Wethersfield, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","Hartford County, CT","Wethersfield","Lead Names","10/18/2018",1,1,1,0,0,0,"Hartford ","Hartford , CT","NoEvent",6109,"CT",41.702049,-72.6747
"Uncasville, CT","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","New London County CT","Uncasville","Lead Names","10/18/2018",1,1,1,0,0,0,"New London","New London, CT","NoEvent",6382,"CT",41.457198,-72.11459
"Fairhaven, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Bristol County, MA","Fairhaven","Lead Names","10/18/2018",1,1,1,0,0,0,"Bristol ","Bristol , MA","NoEvent",2719,"MA",41.634152,-70.8814
"North Easton, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Bristol County, MA","North Easton","Lead Names","10/18/2018",1,1,1,1,0,0,"Bristol ","Bristol , MA","NoEvent",2356,"MA",42.058507,-71.11309
"Rehoboth, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Bristol County, MA","Rehoboth","Lead Names","10/18/2018",1,1,1,1,0,0,"Bristol ","Bristol , MA","NoEvent",2769,"MA",41.835067,-71.26115
"Salem, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Essex County, MA","Salem","Lead Names","10/18/2018",1,1,1,0,0,0,"Essex ","Essex , MA","NoEvent",1947,"MA",42.642845,-70.873647
"Chicopee, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Hampden County, MA","Chicopee","Lead Names","10/18/2018",1,1,1,0,0,0,"Hampden ","Hampden , MA","EventCity",1013,"MA",42.161492,-72.60316
"Hampden, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Hampden County, MA","Hampden","Lead Names","10/18/2018",1,1,1,0,0,0,"Hampden ","Hampden , MA","NoEvent",1036,"MA",42.064703,-72.41735
"Medway, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Norfolk County, MA","Medway","Lead Names","10/18/2018",1,1,1,1,0,0,"Norfolk ","Norfolk , MA","NoEvent",2053,"MA",42.151526,-71.42315
"Wellesley, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Norfolk County, MA","Wellesley","Lead Names","10/18/2018",1,1,1,0,0,0,"Norfolk ","Norfolk , MA","NoEvent",2181,"MA",42.300596,-71.27875
"Hull, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Plymouth County, MA","Hull","Lead Names","10/18/2018",1,1,1,0,0,0,"Plymouth ","Plymouth , MA","NoEvent",2045,"MA",42.286347,-70.87663
"Kingston, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Plymouth County, MA","Kingston","Lead Names","10/18/2018",1,1,1,1,0,0,"Plymouth ","Plymouth , MA","EventCity",2364,"MA",41.993102,-70.73827
"Gardner, MA","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Worcester County, MA","Gardner","Lead Names","10/18/2018",1,1,1,0,0,0,"Worcester ","Worcester , MA","EventCity",1440,"MA",42.575355,-71.99183
"Manchester, NH","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Hillsborough County, NH","Manchester","Not Lead Purchase","10/3/2018",2,2,2,0,0,0,"Hillsborough ","Hillsborough , NH","EventCity",3101,"NH",42.989984,-71.46376
"Nashua, NH","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Hillsborough County, NH","Nashua","Lead Names","10/18/2018",1,1,1,0,0,0,"Hillsborough ","Hillsborough , NH","NoEvent",3030,"NH",42.749988,-71.46431
"Windham, NH","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Rockingham County, NH","Windham","Lead Names","10/18/2018",1,1,1,0,0,0,"Rockingham ","Rockingham , NH","NoEvent",3087,"NH",42.805194,-71.29878
"Dover, NH","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Strafford County, NH","Dover","Lead Names","10/18/2018",2,2,2,0,0,0,"Strafford ","Strafford , NH","NoEvent",3820,"NH",43.190984,-70.88787
"Derry, NH","Geo Targets","First-Year Student","APPL","Stealth","Oct-18","8/15/2018-present","Nov-18","November 30 2018 12:00 AM","NH","Rockingham County, NH","Derry","Lead Names","10/18/2018",1,1,1,0,0,0,"Rockingham ","Rockingham , NH","NoEvent",3038,"NH",42.886486,-71.30019
"Abington, MA","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Oct-18","8/15/2018-present","MA","Plymouth County, MA","Abington","Not Lead Purchase","11/1/2018",1,1,1,0,0,0,"Plymouth ","Plymouth , MA","EventCity",2351,"MA",42.119534,-70.94787
"Wilton, CT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","Fairfield County, CT","Wilton","Not Lead Purchase","11/21/2018",1,1,1,0,0,0,"Fairfield ","Fairfield , CT","EventCity",6897,"CT",41.201446,-73.43758
"Plymouth, CT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","Litchfield County, CT","Plymouth","Not Lead Purchase","11/15/2018",1,1,1,0,0,0,"Litchfield ","Litchfield , CT","NoEvent",6782,"CT",41.662281,-73.0482
"Cheshire, CT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","CT","New Haven County, CT","Cheshire","Not Lead Purchase","11/28/2018",1,1,1,0,0,0,"New Haven ","New Haven , CT","EventCity",6408,"CT",41.365709,-72.927507
"Bellingham, MA","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Norfolk County, MA","Bellingham","Not Lead Purchase","11/16/2018",1,1,1,0,0,0,"Norfolk ","Norfolk , MA","EventCity",2019,"MA",42.075122,-71.47953
"Hanson, MA","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Plymouth County, MA","Hanson","Not Lead Purchase","11/14/2018",1,1,1,0,0,0,"Plymouth ","Plymouth , MA","NoEvent",2341,"MA",42.059434,-70.86205
"Boylston, MA","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","MA","Worcester County, MA","Boylston","Not Lead Purchase","11/28/2018",1,1,1,0,0,0,"Worcester ","Worcester , MA","NoEvent",1505,"MA",42.338392,-71.73026
"Boscawen, NH","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Merrimack County, NH","Boscawen","Not Lead Purchase","11/22/2018",1,1,1,0,0,0,"Merrimack ","Merrimack , NH","NoEvent",NA,NA,NA,NA
"Bow, NH","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Merrimack County, NH","Bow","Not Lead Purchase","11/16/2018",1,1,1,0,0,0,"Merrimack ","Merrimack , NH","EventCity",3304,"NH",43.144614,-71.53576
"Derry, NH","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","NH","Rockingham County, NH","Derry","Not Lead Purchase","11/17/2018",1,1,1,0,0,0,"Rockingham ","Rockingham , NH","NoEvent",3038,"NH",42.886486,-71.30019
"West Greenwich, RI","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","RI","Kent County, RI","West Greenwich","Not Lead Purchase","11/29/2018",1,1,1,0,0,0,"Kent ","Kent , RI","NoEvent",2817,"RI",41.625874,-71.67023
"West Warwick, RI","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","RI","Kent County, RI","West Warwick","Not Lead Purchase","11/27/2018",1,1,1,0,0,0,"Kent ","Kent , RI","NoEvent",2893,"RI",41.70375,-71.51857
"Central Falls, RI","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","RI","Providence County, RI","Central Falls","Not Lead Purchase","11/29/2018",1,1,1,0,0,0,"Providence ","Providence , RI","NoEvent",2863,"RI",41.889863,-71.3926
"Chepachet, RI","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","RI","Providence County, RI","Chepachet","Not Lead Purchase","11/17/2018",1,1,1,0,0,0,"Providence ","Providence , RI","NoEvent",2814,"RI",41.896002,-71.70335
"Cranston, RI","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","RI","Providence County, RI","Cranston","Not Lead Purchase","11/14/2018",1,1,1,1,0,0,"Providence ","Providence , RI","NoEvent",2910,"RI",41.776867,-71.43672
"Shelburne, VT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","VT","Chittenden County, VT","Shelburne","Not Lead Purchase","11/17/2018",1,1,1,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5482,"VT",44.388556,-73.22318
"South Burlington, VT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","VT","Chittenden County, VT","South Burlington","Not Lead Purchase","11/20/2018",1,1,1,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5403,"VT",44.451941,-73.17941
"Winooski, VT","Geo Targets","First-Year Student","APPL","Stealth","Nov-18","8/15/2018-present","Nov-18","8/15/2018-present","VT","Chittenden County, VT","Winooski","Not Lead Purchase","11/16/2018",1,1,1,0,0,0,"Chittenden ","Chittenden , VT","NoEvent",5404,"VT",44.494999,-73.18259
"Wethersfield, CT","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","8/15/2018-present","CT","Hartford County, CT","Wethersfield","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Hartford ","Hartford , CT","NoEvent",6109,"CT",41.702049,-72.6747
"Roslindale, MA","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","8/15/2018-present","MA","Suffolk County, MA","Roslindale","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Suffolk ","Suffolk , MA","NoEvent",2131,"MA",42.284678,-71.13052
"Winchendon, MA","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","8/15/2018-present","MA","Worcester County, MA","Winchendon","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Worcester ","Worcester , MA","EventCity",1475,"MA",42.675441,-72.0467
"Northfield, NH","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","8/15/2018-present","NH","Merrimack County, NH","Northfield","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Merrimack ","Merrimack , NH","NoEvent",NA,NA,NA,NA
"Billerica, MA","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","November 30 2018 12:00 AM","MA","Middlesex County, MA","Billerica","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Middlesex ","Middlesex , MA","EventCity",1821,"MA",42.54805,-71.25054
"Boston, MA","Geo Targets","First-Year Student","APPL","Stealth","Dec-18","December 04 2018 12:00 AM","Nov-18","November 30 2018 12:00 AM","MA","Suffolk County, MA","Boston","Not Lead Purchase","12/4/2018",1,1,1,0,0,0,"Suffolk ","Suffolk , MA","EventCity",2101,"MA",42.370567,-71.026964
"Simsbury, CT","Geo Targets","First-Year Student","CANS","Not Stealth","Mar-16","Before 8/15/2016","Sep-17","8/15/2017-8/14/2018","CT","Hartford County, CT","Simsbury","Not Lead Purchase","3/30/2016",2,2,0,0,0,0,"Hartford ","Hartford , CT","NoEvent",6070,"CT",41.874064,-72.81644
"Reading, MA","Geo Targets","First-Year Student","CANS","Not Stealth","Jun-16","Before 8/15/2016","Oct-17","8/15/2017-8/14/2018","MA","Middlesex County, MA","Reading","Not Lead Purchase","6/23/2016",4,4,0,0,0,0,"Middlesex ","Middlesex , MA","NoEvent",1867,"MA",42.52585,-71.10993
"Salem, MA","Geo Targets","First-Year Student","CANS","Not Stealth","Aug-16","Before 8/15/2016","Sep-17","8/15/2017-8/14/2018","MA","Essex County, MA","Salem","Not Lead Purchase","8/6/2016",5,5,5,5,0,0,"Essex ","Essex , MA","NoEvent",1947,"MA",42.642845,-70.873647
"Vernon Rockville, CT","Geo Targets","First-Year Student","CANS","Not Stealth","Oct-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","CT","Tolland County, CT","Vernon Rockville","Not Lead Purchase","10/17/2016",6,6,6,6,0,0,"Tolland ","Tolland , CT","NoEvent",6066,"CT",41.841615,-72.46708
"Reading, MA","Geo Targets","First-Year Student","CANS","Not Stealth","Oct-16","8/15/2016-8/14/2017","Sep-17","8/15/2017-8/14/2018","MA","Middlesex County, MA","Reading","Not Lead Purchase","10/28/2016",5,5,5,5,0,0,"Middlesex ","Middlesex , MA","NoEvent",1867,"MA",42.52585,-71.10993
"Bellingham, MA","Geo Targets","First-Year Student","CANS","Not Stealth","Oct-16","8/15/2016-8/14/2017","Oct-17","8/15/2017-8/14/2018","MA","Norfolk County, MA","Bellingham","Not Lead Purchase","10/19/2016",4,4,4,4,0,0,"Norfolk ","Norfolk , MA","EventCity",2019,"MA",42.075122,-71.47953
