"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Bangor, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Bangor","Not Lead Purchase","9/26/2017",4,4,4,4,4,4,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sabattus, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Sabattus","Not Lead Purchase","9/19/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","FRNT","Not Stealth","Sep-17","September 29 2017 12:00 AM","Sep-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","9/29/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Standish, Maine","Other","First-Year Student","FRNT","Not Stealth","Sep-17","September 29 2017 12:00 AM","Sep-17","8/15/2017-8/14/2018","Maine","Other","Standish","Not Lead Purchase","9/29/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fayetteville, North Carolina","Other","First-Year Student","FRNT","Not Stealth","Sep-17","September 29 2017 12:00 AM","Sep-17","8/15/2017-8/14/2018","North Carolina","Other","Fayetteville","Not Lead Purchase","9/29/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Antonio, Texas","Other","First-Year Student","FRNT","Not Stealth","Sep-17","September 29 2017 12:00 AM","Sep-17","8/15/2017-8/14/2018","Texas","Other","San Antonio","Not Lead Purchase","9/29/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tokyo, ","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","","Other","Tokyo","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Wasilla, Alaska","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Alaska","Other","Wasilla","Not Lead Purchase","10/25/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Canyon Country, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Canyon Country","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Danville, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Danville","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Los Altos, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Los Altos","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Diego, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Diego","Not Lead Purchase","10/24/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"San Jose, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","San Jose","Not Lead Purchase","10/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Valley Springs, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","California","Other","Valley Springs","Not Lead Purchase","10/3/2017",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Colorado","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","","Not Lead Purchase","10/24/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Higganum, CT","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","CT","Middlesex County, CT","Higganum","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"Middlesex ","Middlesex , CT","NoEvent",6441,"CT",41.468654,-72.57956
"Middletown, CT","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","CT","Middlesex County, CT","Middletown","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"Middlesex ","Middlesex , CT","NoEvent",6457,"CT",41.553672,-72.6632
"Washington, District of Columbia","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","District of Columbia","Other","Washington","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clermont, Florida","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Clermont","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lutz, Florida","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Lutz","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Atlanta, Georgia","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Atlanta","Lead Names","10/12/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Shawnee Mission, Kansas","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Kansas","Other","Shawnee Mission","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Whicita, Kansas","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Kansas","Other","Whicita","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","","Not Lead Purchase","10/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Durham, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Durham","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hebron, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Hebron","Not Lead Purchase","10/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lewiston, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Lewiston","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Richmond, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Richmond","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saco, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Saco","Not Lead Purchase","10/6/2017",3,3,3,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","10/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Scarborough","Not Lead Purchase","10/6/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Waterville","Not Lead Purchase","10/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Windham, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maine","Other","Windham","Lead Names","10/12/2017",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Severna Park, Maryland","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maryland","Other","Severna Park","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Silver Spring, Maryland","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Maryland","Other","Silver Spring","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Franklin, Michigan","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Michigan","Other","Franklin","Not Lead Purchase","10/28/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Three Rivers, Michigan","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Michigan","Other","Three Rivers","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Moultonborough, NH","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","NH","Carroll County, NH","Moultonborough","Not Lead Purchase","10/17/2017",2,2,2,2,0,0,"Carroll ","Carroll , NH","NoEvent",3254,"NH",43.712184,-71.39299
"Long Valley, New Jersey","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New Jersey","Other","Long Valley","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sicklerville, New Jersey","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New Jersey","Other","Sicklerville","Not Lead Purchase","10/11/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Sussex, New Jersey","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New Jersey","Other","Sussex","Not Lead Purchase","10/17/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Coram, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Coram","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hilton, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Hilton","Not Lead Purchase","10/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Lido Beach, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Lido Beach","Not Lead Purchase","10/19/2017",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rochester, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Rochester","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rocky Point, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Rocky Point","Not Lead Purchase","10/25/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Wappingers Falls, New York","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","New York","Other","Wappingers Falls","Not Lead Purchase","10/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Charlotte, North Carolina","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","North Carolina","Other","Charlotte","Not Lead Purchase","10/10/2017",4,4,4,4,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hendersonville, North Carolina","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","North Carolina","Other","Hendersonville","Not Lead Purchase","10/3/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Guelph, Ontario","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Ontario","Other","Guelph","Not Lead Purchase","10/1/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Erie, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Pennsylvania","Other","Erie","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Myerstown, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Pennsylvania","Other","Myerstown","Not Lead Purchase","10/24/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Phoenixville, Pennsylvania","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Pennsylvania","Other","Phoenixville","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Burleson, Texas","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Texas","Other","Burleson","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Corsicana, Texas","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Texas","Other","Corsicana","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Manchester Center, VT","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","VT","Bennington County, VT","Manchester Center","Not Lead Purchase","10/19/2017",1,1,0,0,0,0,"Bennington ","Bennington , VT","NoEvent",5255,"VT",43.172699,-73.05261
"Springfield, VT","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","VT","Windsor County, VT","Springfield","Not Lead Purchase","10/5/2017",1,1,0,0,0,0,"Windsor ","Windsor , VT","NoEvent",5156,"VT",43.300126,-72.47767
"Bomossen, VT","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","VT","Other","Bomossen","Not Lead Purchase","10/6/2017",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clifton, Virginia","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Virginia","Other","Clifton","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Yakima, Washington","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Washington","Other","Yakima","Not Lead Purchase","10/6/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hartland, Wisconsin","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Wisconsin","Other","Hartland","Not Lead Purchase","10/27/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Menomonie, Wisconsin","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Wisconsin","Other","Menomonie","Not Lead Purchase","10/5/2017",4,4,4,4,4,4,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Newport Beach, California","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","California","Other","Newport Beach","Not Lead Purchase","10/10/2017",3,3,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Auburn, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Auburn","Lead Names","10/12/2017",3,3,3,3,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Freeport, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Freeport","Lead Names","10/12/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Jay, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Jay","Not Lead Purchase","10/5/2017",5,5,5,5,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Standish, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Standish","Lead Names","10/12/2017",3,3,3,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Pittsfield, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Sep-18","8/15/2018-present","Maine","Other","Pittsfield","Lead Names","10/12/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Steep Falls, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Sep-18","8/15/2018-present","Maine","Other","Steep Falls","Lead Names","10/12/2017",2,2,2,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Waterville, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Sep-18","8/15/2018-present","Maine","Other","Waterville","Lead Names","10/12/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Berwick, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-18","8/15/2018-present","Maine","Other","Berwick","Lead Names","10/12/2017",6,6,6,6,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Scarborough, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-18","8/15/2018-present","Maine","Other","Scarborough","Lead Names","10/12/2017",3,3,3,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rumford, Maine","Other","First-Year Student","FRNT","Not Stealth","Oct-17","8/15/2017-8/14/2018","Nov-18","8/15/2018-present","Maine","Other","Rumford","Lead Names","10/12/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","11/2/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","11/9/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", ","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","","Other","","Not Lead Purchase","11/16/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Anchorage, Alaska","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Alaska","Other","Anchorage","Not Lead Purchase","11/9/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Costa Mesa, California","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","California","Other","Costa Mesa","Not Lead Purchase","11/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Mountain View, California","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","California","Other","Mountain View","Not Lead Purchase","11/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Conifer, Colorado","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Colorado","Other","Conifer","Not Lead Purchase","11/9/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Littleton, Colorado","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Colorado","Other","Littleton","Not Lead Purchase","11/4/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Portland, CT","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","CT","Middlesex County, CT","Portland","Not Lead Purchase","11/29/2017",1,1,0,0,0,0,"Middlesex ","Middlesex , CT","NoEvent",6480,"CT",41.588297,-72.60384
"Falmouth, Maine","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Falmouth","Not Lead Purchase","11/9/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Greene, Maine","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Greene","Not Lead Purchase","11/8/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Madawaska, Maine","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","Madawaska","Not Lead Purchase","11/30/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"New Gloucester, Maine","Other","First-Year Student","FRNT","Not Stealth","Nov-17","8/15/2017-8/14/2018","Nov-17","8/15/2017-8/14/2018","Maine","Other","New Gloucester","Not Lead Purchase","11/15/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
