"CitySt","Year","State","County","City","Targeted","Bounces","Exits","New.Users","Number.of.Records","Pageviews","Session.Duration","Sessions","Time.On.Page","Unique.Pageviews","EventCity","CityState","ZIP","lat","lon"
"New Boston, NH",2018,"New Hampshire","Hillsborough","New Boston","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Pelham, NH",2018,"New Hampshire","Hillsborough","Pelham","Targeted","4","5","5",5,"7","902","5","903","5","No Event",NA,NA,NA,NA
"Weare, NH",2018,"New Hampshire","Hillsborough","Weare","Targeted","4","4","4",4,"4","0","4","0","4","EventCity",NA,NA,NA,NA
"Wilton, NH",2018,"New Hampshire","Hillsborough","Wilton","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Bow, NH",2018,"New Hampshire","Merrimack","Bow","Targeted","2","2","1",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Concord, NH",2018,"New Hampshire","Merrimack","Concord","Targeted","4","4","4",4,"4","0","4","0","4","EventCity",NA,NA,NA,NA
"Epsom, NH",2018,"New Hampshire","Merrimack","Epsom","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Franklin, NH",2018,"New Hampshire","Merrimack","Franklin","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Hooksett, NH",2018,"New Hampshire","Merrimack","Hooksett","Targeted","1","1","1",1,"1","0","1","0","1","EventCity",NA,NA,NA,NA
"Loudon, NH",2018,"New Hampshire","Merrimack","Loudon","Targeted","2","2","1",1,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Atkinson, NH",2018,"New Hampshire","Rockingham","Atkinson","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Candia, NH",2018,"New Hampshire","Rockingham","Candia","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Danville, NH",2018,"New Hampshire","Rockingham","Danville","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Deerfield, NH",2018,"New Hampshire","Rockingham","Deerfield","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Derry, NH",2018,"New Hampshire","Rockingham","Derry","Targeted","12","13","13",13,"14","561","13","561","13","No Event",NA,NA,NA,NA
"Exeter, NH",2018,"New Hampshire","Rockingham","Exeter","Targeted","13","14","14",14,"19","154","14","153","19","EventCity",NA,NA,NA,NA
"Hampstead, NH",2018,"New Hampshire","Rockingham","Hampstead","Targeted","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Hampton, NH",2018,"New Hampshire","Rockingham","Hampton","Targeted","6","6","5",6,"6","0","6","0","6","No Event",NA,NA,NA,NA
"Kingston, NH",2018,"New Hampshire","Rockingham","Kingston","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Londonderry, NH",2018,"New Hampshire","Rockingham","Londonderry","Targeted","18","18","15",15,"18","0","18","0","18","EventCity",NA,NA,NA,NA
"Newmarket, NH",2018,"New Hampshire","Rockingham","Newmarket","Targeted","8","8","3",8,"8","0","8","0","8","No Event",NA,NA,NA,NA
"Newton, NH",2018,"New Hampshire","Rockingham","Newton","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Portsmouth, NH",2018,"New Hampshire","Rockingham","Portsmouth","Targeted","19","21","19",21,"23","95","21","95","22","No Event",NA,NA,NA,NA
"Raymond, NH",2018,"New Hampshire","Rockingham","Raymond","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Salem, NH",2018,"New Hampshire","Rockingham","Salem","Targeted","7","8","8",8,"9","11","8","11","9","EventCity",NA,NA,NA,NA
"Stratham, NH",2018,"New Hampshire","Rockingham","Stratham","Targeted","1","1","0",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Windham, NH",2018,"New Hampshire","Rockingham","Windham","Targeted","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Barrington, NH",2018,"New Hampshire","Strafford","Barrington","Targeted","16","18","12",18,"20","893","18","893","18","No Event",NA,NA,NA,NA
"Dover, NH",2018,"New Hampshire","Strafford","Dover","Targeted","24","25","25",23,"26","3","25","3","25","No Event",NA,NA,NA,NA
"Durham, NH",2018,"New Hampshire","Strafford","Durham","Targeted","9","9","9",8,"9","0","9","0","9","EventCity",NA,NA,NA,NA
"Farmington, NH",2018,"New Hampshire","Strafford","Farmington","Targeted","5","5","4",4,"5","0","5","0","5","No Event",NA,NA,NA,NA
"New Durham, NH",2018,"New Hampshire","Strafford","New Durham","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Rochester, NH",2018,"New Hampshire","Strafford","Rochester","Targeted","20","22","15",21,"24","46","22","46","22","No Event",NA,NA,NA,NA
"Strafford, NH",2018,"New Hampshire","Strafford","Strafford","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Claremont, NH",2018,"New Hampshire","Sullivan","Claremont","Other","3","4","4",4,"6","167","4","168","5","No Event",NA,NA,NA,NA
"Sunapee, NH",2018,"New Hampshire","Sullivan","Sunapee","Other","1","2","1",2,"7","1,314","2","1,314","2","No Event",NA,NA,NA,NA
"Barrington, RI",2018,"Rhode Island","Bristol","Barrington","Targeted","14","15","14",13,"16","0","15","0","15","No Event",NA,NA,NA,NA
"Bristol, RI",2018,"Rhode Island","Bristol","Bristol","Targeted","4","4","4",4,"4","0","4","0","4","EventCity",NA,NA,NA,NA
"Warren, RI",2018,"Rhode Island","Bristol","Warren","Targeted","2","2","1",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Coventry, RI",2018,"Rhode Island","Kent","Coventry","Targeted","14","16","10",15,"18","1","16","1","16","No Event",NA,NA,NA,NA
"East Greenwich, RI",2018,"Rhode Island","Kent","East Greenwich","Targeted","3","4","4",4,"5","3","4","3","4","No Event",NA,NA,NA,NA
"Warwick, RI",2018,"Rhode Island","Kent","Warwick","Targeted","36","37","32",34,"38","73","37","73","37","EventCity",NA,NA,NA,NA
"West Warwick, RI",2018,"Rhode Island","Kent","West Warwick","Targeted","2","3","3",3,"4","1,054","3","1,054","3","No Event",NA,NA,NA,NA
"Middletown, RI",2018,"Rhode Island","Newport","Middletown","Other","3","3","3",3,"3","0","3","0","3","No Event",NA,NA,NA,NA
"Portsmouth, RI",2018,"Rhode Island","Newport","Portsmouth","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Tiverton, RI",2018,"Rhode Island","Newport","Tiverton","Other","5","5","3",5,"5","0","5","0","5","EventCity",NA,NA,NA,NA
"Burrillville, RI",2018,"Rhode Island","Providence","Burrillville","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Central Falls, RI",2018,"Rhode Island","Providence","Central Falls","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Cranston, RI",2018,"Rhode Island","Providence","Cranston","Targeted","59","62","46",50,"65","6","62","6","62","No Event",NA,NA,NA,NA
"Cumberland, RI",2018,"Rhode Island","Providence","Cumberland","Targeted","7","7","7",7,"7","0","7","0","7","No Event",NA,NA,NA,NA
"East Providence, RI",2018,"Rhode Island","Providence","East Providence","Targeted","33","34","24",28,"35","920","34","920","34","No Event",NA,NA,NA,NA
"Johnston, RI",2018,"Rhode Island","Providence","Johnston","Targeted","5","6","6",6,"7","130","6","130","6","No Event",NA,NA,NA,NA
"Lincoln, RI",2018,"Rhode Island","Providence","Lincoln","Targeted","4","6","6",6,"8","1,321","6","1,321","6","No Event",NA,NA,NA,NA
"North Providence, RI",2018,"Rhode Island","Providence","North Providence","Targeted","23","24","18",22,"25","2","24","2","24","No Event",NA,NA,NA,NA
"Pawtucket, RI",2018,"Rhode Island","Providence","Pawtucket","Targeted","80","84","42",66,"102","1,208","84","1,209","95","EventCity",NA,NA,NA,NA
"Providence, RI",2018,"Rhode Island","Providence","Providence","Targeted","194","205","162",133,"218","2,811","205","2,811","206","EventCity",NA,NA,NA,NA
"Scituate, RI",2018,"Rhode Island","Providence","Scituate","Targeted","4","4","3",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Smithfield, RI",2018,"Rhode Island","Providence","Smithfield","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Woonsocket, RI",2018,"Rhode Island","Providence","Woonsocket","Targeted","15","15","11",15,"15","0","15","0","15","No Event",NA,NA,NA,NA
"Hopkinton, RI",2018,"Rhode Island","Washington","Hopkinton","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Narragansett, RI",2018,"Rhode Island","Washington","Narragansett","Targeted","2","3","3",3,"4","195","3","195","3","No Event",NA,NA,NA,NA
"North Kingstown, RI",2018,"Rhode Island","Washington","North Kingstown","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"South Kingstown, RI",2018,"Rhode Island","Washington","South Kingstown","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Westerly, RI",2018,"Rhode Island","Washington","Westerly","Targeted","1","1","0",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Bennington, VT",2018,"Vermont","Bennington","Bennington","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Lyndon, VT",2018,"Vermont","Caledonia","Lyndon","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Saint Johnsbury, VT",2018,"Vermont","Caledonia","Saint Johnsbury","Targeted","4","4","4",4,"4","0","4","0","4","No Event",NA,NA,NA,NA
"Burlington, VT",2018,"Vermont","Chittenden","Burlington","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Colchester, VT",2018,"Vermont","Chittenden","Colchester","Targeted","3","3","1",3,"3","0","3","0","3","EventCity",NA,NA,NA,NA
"Essex, VT",2018,"Vermont","Chittenden","Essex","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"South Burlington, VT",2018,"Vermont","Chittenden","South Burlington","Targeted","2","2","2",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Williston, VT",2018,"Vermont","Chittenden","Williston","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Morristown, VT",2018,"Vermont","Lamouille","Morristown","Targeted","10","10","10",8,"10","0","10","0","10","No Event",NA,NA,NA,NA
"Stowe, VT",2018,"Vermont","Lamouille","Stowe","Targeted","5","5","5",4,"5","0","5","0","5","EventCity",NA,NA,NA,NA
"Newport, VT",2018,"Vermont","Orleans","Newport","Targeted","2","2","2",2,"2","0","2","0","2","EventCity",NA,NA,NA,NA
"Fair Haven, VT",2018,"Vermont","Rutland","Fair Haven","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Killington, VT",2018,"Vermont","Rutland","Killington","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Rutland, VT",2018,"Vermont","Rutland","Rutland","Other","5","5","5",5,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Barre, VT",2018,"Vermont","Washington","Barre","Targeted","2","3","2",3,"4","2","3","2","3","EventCity",NA,NA,NA,NA
"Montpelier, VT",2018,"Vermont","Washington","Montpelier","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Waterbury, VT",2018,"Vermont","Washington","Waterbury","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Marlboro, VT",2018,"Vermont","Windham","Marlboro","Other","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Hartford, VT",2018,"Vermont","Windsor","Hartford","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Hartland, VT",2018,"Vermont","Windsor","Hartland","Targeted","5","5","0",4,"5","0","5","0","5","No Event",NA,NA,NA,NA
"Norwich, VT",2018,"Vermont","Windsor","Norwich","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Springfield, VT",2018,"Vermont","Windsor","Springfield","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
"Windsor, VT",2018,"Vermont","Windsor","Windsor","Targeted","2","2","1",2,"2","0","2","0","2","No Event",NA,NA,NA,NA
"Woodstock, VT",2018,"Vermont","Windsor","Woodstock","Targeted","1","1","1",1,"1","0","1","0","1","No Event",NA,NA,NA,NA
