CityState,ZIP,City,State,lat,lon
"Chester, CT",06412,Chester,CT,41.408775,-72.47213
"Clinton, CT",06413,Clinton,CT,41.288599,-72.52728
"Cobalt, CT",06414,Cobalt,CT,41.566668,-72.558055
"Colchester, CT",06415,Colchester,CT,41.56033,-72.33795
"Cromwell, CT",06416,Cromwell,CT,41.612046,-72.66998
"Deep River, CT",06417,Deep River,CT,41.37934,-72.44578
"Derby, CT",06418,Derby,CT,41.323005,-73.08433
"Killingworth, CT",06419,Killingworth,CT,41.380594,-72.57637
"Salem, CT",06420,Salem,CT,41.485469,-72.25445
"Durham, CT",06422,Durham,CT,41.461639,-72.68733
"East Haddam, CT",06423,East Haddam,CT,41.468451,-72.40615
"East Hampton, CT",06424,East Hampton,CT,41.573008,-72.5078
"Essex, CT",06426,Essex,CT,41.351598,-72.39787
"Fairfield, CT",06430,Fairfield,CT,41.163445,-73.2629
"Greens Farms, CT",06436,Greens Farms,CT,41.308873,-73.363661
"Guilford, CT",06437,Guilford,CT,41.31353,-72.69791
"Haddam, CT",06438,Haddam,CT,41.45307,-72.50345
"Hadlyme, CT",06439,Hadlyme,CT,41.421198,-72.414095
"Hawleyville, CT",06440,Hawleyville,CT,41.308873,-73.363661
"Higganum, CT",06441,Higganum,CT,41.468654,-72.57956
"Ivoryton, CT",06442,Ivoryton,CT,41.345099,-72.44392
"Madison, CT",06443,Madison,CT,41.298648,-72.60938
"Marion, CT",06444,Marion,CT,41.791776,-72.718832
"Marlborough, CT",06447,Marlborough,CT,41.637066,-72.46252
"Meriden, CT",06450,Meriden,CT,41.532048,-72.78145
"Middlefield, CT",06455,Middlefield,CT,41.514383,-72.7183
"Middle Haddam, CT",06456,Middle Haddam,CT,41.538017,-72.525208
"Middletown, CT",06457,Middletown,CT,41.553672,-72.6632
"Milford, CT",06460,Milford,CT,41.21953,-73.0554
"Milldale, CT",06467,Milldale,CT,41.565697,-72.903746
"Monroe, CT",06468,Monroe,CT,41.336046,-73.22241
"Moodus, CT",06469,Moodus,CT,41.506499,-72.44479
"Newtown, CT",06470,Newtown,CT,41.398462,-73.31474
"North Branford, CT",06471,North Branford,CT,41.332197,-72.77214
"Northford, CT",06472,Northford,CT,41.399873,-72.77975
"North Haven, CT",06473,North Haven,CT,41.378447,-72.85897
"North Westchester, CT",06474,North Westchester,CT,41.464758,-72.127301
"Old Saybrook, CT",06475,Old Saybrook,CT,41.289348,-72.38285
"Orange, CT",06477,Orange,CT,41.279547,-73.02541
"Oxford, CT",06478,Oxford,CT,41.428163,-73.12729
"Plantsville, CT",06479,Plantsville,CT,41.575847,-72.89696
"Portland, CT",06480,Portland,CT,41.588297,-72.60384
"Rockfall, CT",06481,Rockfall,CT,41.536643,-72.69782
"Sandy Hook, CT",06482,Sandy Hook,CT,41.411536,-73.24888
"Seymour, CT",06483,Seymour,CT,41.386584,-73.0792
"Shelton, CT",06484,Shelton,CT,41.306396,-73.1292
"South Britain, CT",06487,South Britain,CT,41.365709,-72.927507
"Southbury, CT",06488,Southbury,CT,41.475263,-73.22184
"Southington, CT",06489,Southington,CT,41.612298,-72.87103
"Southport, CT",06490,Southport,CT,41.140646,-73.28791
"Stevenson, CT",06491,Stevenson,CT,41.386646,-73.187207
"Wallingford, CT",06492,Wallingford,CT,41.457711,-72.81704
"Stratford, CT",06497,Stratford,CT,41.207146,-73.130503
"Westbrook, CT",06498,Westbrook,CT,41.289499,-72.46087
"New Haven, CT",06501,New Haven,CT,41.365709,-72.927507
"East Haven, CT",06512,East Haven,CT,41.276497,-72.87412
"Hamden, CT",06514,Hamden,CT,41.357947,-72.93765
"West Haven, CT",06516,West Haven,CT,41.272147,-72.96496
"Bethany, CT",06524,Bethany,CT,41.417896,-73.00356
"Woodbridge, CT",06525,Woodbridge,CT,41.352964,-73.01212
"Bridgeport, CT",06601,Bridgeport,CT,41.308873,-73.363661
"Trumbull, CT",06611,Trumbull,CT,41.256129,-73.21227
"Easton, CT",06612,Easton,CT,41.253946,-73.28842
"Waterbury, CT",06701,Waterbury,CT,41.365709,-72.927507
"Prospect, CT",06712,Prospect,CT,41.501856,-72.97799
"Wolcott, CT",06716,Wolcott,CT,41.594785,-72.97889
"Bantam, CT",06750,Bantam,CT,41.721024,-73.24774
"Bethlehem, CT",06751,Bethlehem,CT,41.639235,-73.20864
"Bridgewater, CT",06752,Bridgewater,CT,41.52599,-73.36092
"Cornwall, CT",06753,Cornwall,CT,41.828067,-73.332345
"Cornwall Bridge, CT",06754,Cornwall Bridge,CT,41.786035,-73.35774
"Gaylordsville, CT",06755,Gaylordsville,CT,41.655998,-73.47692
"Goshen, CT",06756,Goshen,CT,41.836049,-73.24506
"Kent, CT",06757,Kent,CT,41.729239,-73.45553
"Lakeside, CT",06758,Lakeside,CT,41.739889,-73.222981
"Litchfield, CT",06759,Litchfield,CT,41.754255,-73.21268
"Middlebury, CT",06762,Middlebury,CT,41.532992,-73.11555
"Morris, CT",06763,Morris,CT,41.693856,-73.21056
"Naugatuck, CT",06770,Naugatuck,CT,41.493763,-73.05173
"New Milford, CT",06776,New Milford,CT,41.581494,-73.41313
"New Preston Marble Dale, CT",06777,New Preston Marble Dale,CT,41.697487,-73.3435
"Northfield, CT",06778,Northfield,CT,41.694945,-73.10942
"Oakville, CT",06779,Oakville,CT,41.592046,-73.08543
"Pequabuck, CT",06781,Pequabuck,CT,41.669898,-72.99145
"Plymouth, CT",06782,Plymouth,CT,41.662281,-73.0482
"Roxbury, CT",06783,Roxbury,CT,41.557711,-73.30816
"Sherman, CT",06784,Sherman,CT,41.566534,-73.4915
"South Kent, CT",06785,South Kent,CT,41.69971,-73.44024
"Terryville, CT",06786,Terryville,CT,41.676415,-73.00836
"Thomaston, CT",06787,Thomaston,CT,41.677982,-73.08979
"Torrington, CT",06790,Torrington,CT,41.820274,-73.11787
"Harwinton, CT",06791,Harwinton,CT,41.754872,-73.06927
"Washington, CT",06793,Washington,CT,41.633422,-73.28946
"Washington Depot, CT",06794,Washington Depot,CT,41.644096,-73.32437
"Watertown, CT",06795,Watertown,CT,41.608196,-73.12099
"West Cornwall, CT",06796,West Cornwall,CT,41.875075,-73.33673
"Woodbury, CT",06798,Woodbury,CT,41.554112,-73.20539
"Bethel, CT",06801,Bethel,CT,41.379978,-73.40105
"Brookfield, CT",06804,Brookfield,CT,41.465811,-73.39982
"Cos Cob, CT",06807,Cos Cob,CT,41.047627,-73.59508
"Danbury, CT",06810,Danbury,CT,41.390194,-73.45441
"New Fairfield, CT",06812,New Fairfield,CT,41.472227,-73.49673
"Darien, CT",06820,Darien,CT,41.075663,-73.48294
"Georgetown, CT",06829,Georgetown,CT,41.25553,-73.427915
"Greenwich, CT",06830,Greenwich,CT,41.03073,-73.62985
"New Canaan, CT",06840,New Canaan,CT,41.150146,-73.49178
"Norwalk, CT",06850,Norwalk,CT,41.124546,-73.43658
"Old Greenwich, CT",06870,Old Greenwich,CT,41.033347,-73.56804
"Redding Center, CT",06875,Redding Center,CT,41.308873,-73.363661
"Redding Ridge, CT",06876,Redding Ridge,CT,41.032647,-73.583569
"Ridgefield, CT",06877,Ridgefield,CT,41.297911,-73.49178
"Riverside, CT",06878,Riverside,CT,41.034264,-73.5842
"Westport, CT",06880,Westport,CT,41.140896,-73.35178
"Weston, CT",06883,Weston,CT,41.216454,-73.37308
"Redding, CT",06896,Redding,CT,41.301007,-73.39857
"Wilton, CT",06897,Wilton,CT,41.201446,-73.43758
"Stamford, CT",06901,Stamford,CT,41.051996,-73.53903
